"","Provider.ID","QC-T-ed_1b","QC-T-op_3b","QC-T-op_20","QC-T","QC-CP-op_6","QC-CP-op_7","QC-CP-pn_6","QC-CP-scip_inf_1","QC-CP-scip_inf_2","QC-CP-scip_inf_3","QC-CP-scip_vte_2","QC-CP-stk_6","QC-CP-vte_3","QC-CP-vte_6","QC-CP","QC-AD-readm_30_ami","QC-AD-readm_30_copd","QC-AD-readm_30_cabg","QC-AD-readm_30_hf","QC-AD-readm_30_pn","QC-AD-readm_30_hipknee","QC-AD-readm_30_stk","QC-AD","PD-mort_30_copd","PD-mort_30_cabg","PD-mort_30_ami","PD-mort_30_hf","PD-mort_30_pn","PD-mort_30_stk","QC","PD","PW","QS"
"1101","180116",0.1871445,0.8924205,0.1288014,0.4027888,1,0.983871,0.9875,1,1,0.956044,0.98,0.9146341,0.90625,NA,0.969811,0.1702867,0.5791029,NA,0.3442243,0.0002365744,0.4872256,0.05325009,0.2723877,0.9802415,NA,0.07940942,0.8360526,0.4802944,0.8225281,18.27764,21.32351,7.083333,46.68448
"1102","180117",0.1112059,NA,0.2465713,0.1788886,NA,NA,1,1,1,0.956044,1,NA,NA,NA,0.9912088,NA,0.6521622,NA,0.09004374,0.1980128,NA,NA,0.3134062,0.6341932,NA,NA,0.3834211,0.1396011,NA,16.48337,12.85795,19.16667,48.50799
"1103","180124",0.3549488,NA,0.1288014,0.2418751,0.9733333,0.983871,0.9625,1,1,1,1,1,0.90625,NA,0.9806616,0.1702867,0.01396723,NA,0.3223566,0.03666903,0.4148974,0.6294528,0.264605,0.5463776,NA,0.4181963,0.7960526,0.1179962,0.7442955,16.5238,17.48612,9.583333,43.59325
"1104","180127",0.3071672,0.9608802,0.09540847,0.4544853,1,1,1,1,1,0.989011,1,1,1,NA,0.998779,0.6776716,0.8017728,NA,0.1129406,0.08540336,0.561353,0.7495409,0.4981137,0.03265642,NA,0.4517159,0.6128947,0.02730294,0.1977544,21.68198,8.815496,3.333333,33.83081
"1105","180128",0.4425484,0.8361858,0.4478235,0.5755192,1,1,1,1,1,1,1,NA,1,NA,1,NA,0.02605426,NA,0.03138667,0.05322924,NA,NA,0.03689006,0.7963776,NA,NA,0.5807895,0.1089744,NA,17.91566,16.51268,19.58333,54.01167
"1106","180130",0.6800341,NA,0.9719738,0.8260039,0.9866667,0.9516129,0.975,0.99,0.989011,0.978022,1,0.9634146,0.921875,0.971831,0.9727433,0.945265,0.9164652,0.7281369,0.9526627,0.9160161,0.9874055,0.6294528,0.8679149,0.1536773,0.2950047,0.773344,0.3571053,0.4047958,0.5842086,29.62958,14.26742,17.08333,60.98033
"1107","180132",0.3139932,NA,0.4180083,0.3660008,0.9866667,1,0.9625,0.98,0.967033,0.967033,1,0.9756098,0.96875,0.7887324,0.9596325,0.1876629,0.1407467,0.07129278,0.03524569,0.1121363,0.8585822,0.6294528,0.2907313,0.01948408,0.07163054,0.05626496,0.07605263,0.003323837,0.5222745,17.95961,4.161281,1.25,23.37089
"1108","180138",0.3273606,NA,0.6207513,0.474056,0.9866667,0.9677419,1,1,1,0.967033,1,0.9390244,NA,NA,0.9825582,NA,0.2605426,NA,0.09724723,0.7073575,0.4148974,0.7091443,0.4378378,0.4176729,NA,NA,0.5536842,0.6324786,0.3723289,21.04947,16.46804,13.75,51.26751
"1109","180139",0.1387941,NA,0.310972,0.224883,0.9866667,0.9354839,0.975,1,1,0.9010989,1,NA,NA,NA,0.9711785,NA,0.01289283,NA,0.2073579,0.155666,NA,NA,0.1253055,0.1363886,NA,NA,0.1757895,0.1835233,NA,14.68186,5.507792,14.16667,34.35632
"1110","180141",0.8646189,NA,0.9445438,0.9045814,0.9333333,0.9516129,1,0.98,0.978022,0.9450549,0.97,0.9878049,0.953125,0.9295775,0.9628531,0.3271069,0.3999463,NA,0.3223566,0.5105276,NA,0.1050312,0.3329937,0.5463776,NA,0.301676,0.1444737,0.2279202,0.01774719,24.4492,8.254631,2.5,35.20383
"1111","180143",0.8051763,NA,0.9031008,0.8541386,0.9733333,0.9516129,0.925,0.99,0.956044,0.989011,0.98,0.7682927,0.953125,NA,0.9429354,0.1520417,0.05345152,NA,0.5816825,0.5538207,0.03634401,0.5820786,0.3265698,0.5463776,NA,0.4181963,0.3084211,0.7312441,0.7174937,23.59604,18.14488,7.083333,48.82426
"1112","180149",0.4348692,NA,0.5351819,0.4850255,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.1077088,NA,0.3223566,0.1121363,NA,NA,0.1807339,0.8597695,NA,NA,0.2139474,0.2105888,NA,14.06399,14.27006,33.33333,61.66739
"1113","181301",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2605426,NA,0.104708,0.13674,NA,0.7774513,0.3198605,0.6791987,NA,NA,0.4368421,0.2105888,0.2687432,NA,13.29477,NA,NA
"1114","181302",NA,NA,NA,NA,NA,NA,0.825,0.75,0.8571429,0.9230769,0.94,NA,NA,NA,0.859044,NA,0.2882084,NA,NA,0.2971374,NA,NA,0.2926729,0.1536773,NA,NA,NA,0.1835233,NA,NA,5.620009,NA,NA
"1115","181304",0.1112059,NA,0.01997615,0.06559103,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0.3999463,NA,NA,0.5105276,NA,NA,0.4552369,0.5027442,NA,NA,NA,0.3566002,NA,16.89809,14.32241,NA,NA
"1116","181305",0.4533561,NA,0.3786524,0.4160042,NA,NA,0.9625,NA,NA,NA,NA,NA,NA,NA,0.9625,NA,0.09589041,NA,0.263185,0.1980128,NA,NA,0.1856961,0.8597695,NA,NA,0.7960526,0.3321462,NA,17.38,22.08854,NA,NA
"1117","181306",NA,NA,NA,NA,NA,NA,0.8375,NA,NA,NA,NA,NA,NA,NA,0.8375,NA,0.3408541,NA,0.2245948,0.2694582,NA,NA,0.2783024,0.5930296,NA,NA,0.3834211,0.454416,NA,NA,15.89852,NA,NA
"1118","181307",NA,NA,NA,NA,NA,NA,0.9625,NA,NA,NA,NA,NA,NA,NA,0.9625,NA,0.03491808,NA,0.5816825,0.2214336,NA,NA,0.2793447,0.8597695,NA,NA,0.5536842,0.3812915,NA,NA,19.94161,NA,NA
"1119","181308",0.14562,NA,NA,0.14562,NA,NA,0.8875,1,0.956044,1,1,NA,NA,NA,0.9687088,NA,0.6172442,NA,0.6670954,0.5105276,NA,NA,0.5982891,NA,NA,NA,0.5536842,0.3812915,NA,19.02909,15.58293,NA,NA
"1120","181309",NA,NA,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,0.775,NA,0.003223207,NA,0.5495241,0.1121363,NA,NA,0.2216278,0.7963776,NA,NA,0.7,0.4287749,NA,NA,21.39058,NA,NA
"1121","181310",0.1137656,NA,NA,0.1137656,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA,0.925,NA,0.2882084,NA,0.5816825,0.9008753,NA,NA,0.5902554,0.6341932,NA,NA,0.3571053,0.7542735,NA,18.10023,19.39524,NA,NA
"1122","181311",0.08390216,NA,0.05396541,0.06893379,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0.6172442,NA,NA,0.5105276,NA,NA,0.5638859,0.4580132,NA,NA,NA,0.2606838,NA,18.14244,11.97828,NA,NA
"1123","181312",NA,NA,NA,NA,NA,NA,0.525,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5068493,NA,0.6372524,0.2971374,NA,NA,0.480413,0.5027442,NA,NA,NA,0.3812915,NA,NA,14.73393,NA,NA
"1124","181314",0.6149033,NA,NA,0.6149033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4367446,NA,0.7651145,0.155666,NA,NA,0.4525083,0.6341932,NA,NA,0.4071053,0.4802944,NA,NA,16.90659,NA,NA
"1125","181315",0.3139932,NA,NA,0.3139932,NA,NA,0.8875,NA,NA,NA,NA,NA,NA,NA,0.8875,NA,0.2605426,NA,NA,0.3621954,NA,NA,0.311369,0.6791987,NA,NA,NA,0.2606838,NA,16.80958,15.66471,NA,NA
"1126","181316",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0.05345152,NA,0.07460767,0.002365744,NA,NA,0.04347498,0.4580132,NA,NA,0.3321053,0.3169516,NA,NA,12.30078,NA,NA
"1127","181317",0.02389078,NA,NA,0.02389078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2605426,NA,0.80885,0.2450911,NA,NA,0.4381612,0.6791987,NA,NA,0.4971053,0.5220798,NA,NA,18.87093,NA,NA
"1128","181318",NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,0.7,NA,0.3999463,NA,0.2413172,0.329075,NA,NA,0.3234462,0.8597695,NA,NA,0.9410526,0.7312441,NA,NA,28.13407,NA,NA
"1129","181319",0.2659272,NA,NA,0.2659272,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,0.325,NA,0.06204674,NA,0.3673784,0.09510291,NA,NA,0.1748427,0.1759056,NA,NA,0.1444737,0.3321462,NA,8.508554,7.250284,NA,NA
"1130","181320",NA,NA,NA,NA,NA,NA,0.3125,NA,NA,NA,NA,NA,NA,NA,0.3125,NA,0.6862745,NA,0.4954978,0.2450911,NA,0.2082262,0.4087724,0.2222832,NA,NA,0.2139474,0.01115859,NA,NA,4.970991,NA,NA
"1131","181321",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1302713,NA,0.2809365,0.2971374,NA,NA,0.2361151,0.4176729,NA,NA,0.3834211,0.6324786,NA,NA,15.92858,NA,NA
"1132","181322",NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,0.9,NA,0.6172442,NA,0.263185,0.4712562,NA,NA,0.4505618,0.5027442,NA,NA,0.05263158,0.0007122507,NA,NA,6.178756,NA,NA
"1133","181323",NA,NA,NA,NA,NA,NA,0.8375,NA,NA,NA,NA,NA,NA,NA,0.8375,NA,0.6172442,NA,0.7203499,0.2214336,NA,NA,0.5196759,0.33809,NA,NA,0.4668421,0.1179962,NA,NA,10.25476,NA,NA
"1134","181324",NA,NA,NA,NA,NA,NA,0.6625,NA,NA,NA,NA,NA,NA,NA,0.6625,NA,0.1899006,NA,0.4494469,0.3621954,NA,NA,0.3338476,0.724753,NA,NA,0.525,0.3812915,NA,NA,18.12272,NA,NA
"1135","181325",NA,NA,NA,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA,0.925,NA,0.1565941,NA,0.0599434,0.4322214,NA,NA,0.216253,0.5027442,NA,NA,0.4368421,0.4287749,NA,NA,15.20401,NA,NA
"1136","181327",0.1928328,NA,0.5351819,0.3640073,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.3706688,NA,0.6670954,0.4322214,NA,NA,0.4899952,0.4176729,NA,NA,0.1757895,0.5800095,NA,16.15558,13.03858,NA,NA
"1137","181328",NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.06204674,NA,0.02083869,0.02223799,NA,NA,0.03504114,0.724753,NA,NA,0.3834211,0.008784425,NA,NA,12.41065,NA,NA
"1138","181329",NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,0.5068493,NA,0.7203499,0.6323634,NA,NA,0.6198542,0.6791987,NA,NA,0.2339474,0.2962963,NA,NA,13.43825,NA,NA
"1139","181330",NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,0.9,NA,0.2882084,NA,0.6372524,0.1980128,NA,NA,0.3744912,0.5930296,NA,NA,0.4971053,0.0125831,NA,NA,12.25242,NA,NA
"1140","181331",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0.8017728,NA,0.2809365,0.5966406,NA,NA,0.5597833,0.6341932,NA,NA,0.7,0.6054131,NA,NA,21.55118,NA,NA
"1141","190002",0.5324232,NA,0.5035778,0.5180005,0.9466667,0.9677419,1,1,0.989011,0.978022,0.99,1,0.96875,0.7605634,0.9600755,0.01520417,0.2355627,0.1967681,0.8762542,0.7717057,0.2871537,0.8890929,0.4673916,0.724753,0.003770028,0.001197127,0.05263158,0.4802944,0.5001811,21.61631,9.793485,27.08333,58.49313
"1142","190003",0.347554,NA,0.5351819,0.441368,1,1,1,1,1,1,1,1,NA,NA,1,0.5534318,0.9164652,NA,0.6670954,0.6718713,0.8179201,0.6294528,0.7093728,0.04939627,NA,0.4517159,0.3084211,0.2962963,0.93046,23.89712,13.57526,9.583333,47.05572
"1143","190004",0.6669511,NA,0.6651759,0.6660635,1,1,0.975,0.98,1,1,1,0.9634146,1,0.943662,0.9862077,0.5534318,0.4724684,0.2975285,0.1222022,0.5538207,0.02770781,0.05325009,0.2972014,0.4176729,0.2130066,0.5195531,0.3321053,0.6324786,0.01376313,21.66081,11.82544,24.58333,58.06958
"1144","190005",0.9832196,NA,0.9794275,0.9813236,0.7066667,0.9677419,0.95,0.97,0.978022,0.967033,0.99,0.9878049,0.96875,0.9295775,0.9415596,0.7158992,0.6172442,NA,0.5816825,NA,NA,0.5383768,0.6133007,NA,NA,0.3874701,0.7286842,NA,0.7174937,28.17982,20.37387,0.8333333,49.38702
"1145","190006",0.960182,NA,0.856291,0.9082365,0.7866667,1,0.9625,0.96,0.978022,0.989011,0.99,1,0.90625,NA,0.9524944,NA,NA,NA,0.263185,NA,NA,NA,0.263185,NA,NA,NA,NA,NA,NA,23.59907,NA,13.33333,NA
"1146","190007",0.5875995,NA,0.7051282,0.6463639,1,1,0.825,0.98,0.989011,0.9450549,0.99,0.7317073,NA,NA,0.9325967,NA,0.7499328,NA,0.4954978,0.9285545,0.1601295,0.8119721,0.6292174,0.5930296,NA,0.8008779,0.8542105,0.454416,0.654473,24.53531,22.38005,8.75,55.66536
"1147","190008",0.57281,NA,0.8837209,0.7282655,1,1,1,1,0.989011,0.989011,1,1,1,NA,0.997558,0.4322328,0.6862745,0.4106464,0.3673784,0.3943695,0.1982728,0.3848696,0.4105777,0.3081778,0.1847314,0.4836393,0.2339474,0.3321462,0.5534227,23.73779,11.6448,15,50.3826
"1148","190011",0.9394198,NA,0.9767442,0.958082,0.8,0.9677419,1,0.9,0.989011,0.978022,1,0.9146341,0.890625,NA,0.9377816,NA,0.1729788,NA,0.1129406,0.3943695,NA,0.5820786,0.3155919,NA,NA,NA,0.6128947,0.2962963,NA,24.57173,15.15318,10,49.72491
"1149","190013",0.3139932,NA,0.755814,0.5349036,0.92,1,0.95,0.98,0.978022,0.989011,1,0.8292683,0.765625,NA,0.9346585,0.392702,0.9468171,NA,0.3902753,0.7717057,0.4148974,0.8688946,0.630882,0.33809,NA,0.5195531,0.7,0.9176163,0.8225281,23.33827,21.98525,21.25,66.57352
"1150","190014",0.347554,NA,0.01997615,0.1837651,0.88,0.8064516,0.7625,0.79,0.8351648,1,0.95,0.6829268,0.4375,NA,0.7938381,0.6372719,0.4724684,NA,0.2809365,0.09510291,NA,0.459787,0.3891133,0.4580132,NA,0.02274541,0.05973684,0.02730294,0.3723289,15.18574,6.267515,2.916667,24.36992
"1151","190015",0.5366894,NA,0.8363148,0.6865021,0.9466667,0.9516129,0.9375,0.99,1,0.978022,0.98,0.9634146,0.9375,1,0.9684716,0.1311903,0.1899006,0.4676806,0.9377412,0.329075,0.043181,0.04002938,0.3055426,0.7634468,0.5409991,0.3244214,0.525,0.4287749,0.7174937,21.78351,18.33409,19.58333,59.70094
"1152","190017",0.6800341,NA,0.7051282,0.6925812,0.9466667,0.983871,0.8125,0.98,0.956044,0.9450549,0.98,0.6707317,0.625,0.6478873,0.8547756,0.4752389,0.9726027,NA,0.8762542,0.8810031,0.561353,0.01615865,0.6304351,0.8833699,NA,0.2334397,0.1757895,0.5037987,0.6034046,24.19769,15.99868,5.416667,45.61304
"1153","190019",0.9266212,NA,0.9847943,0.9557077,0.9866667,0.9677419,0.9875,0.99,0.989011,0.989011,0.99,0.9390244,0.875,0.9295775,0.9643532,0.4752389,0.4724684,0.9363118,0.7854386,0.8303762,0.1982728,0.5383768,0.6052119,0.2222832,0.3732328,0.4836393,0.8178947,0.4047958,0.7442955,28.05859,16.92301,3.75,48.7316
"1154","190020",0.3666098,NA,0.4180083,0.3923091,0.9733333,0.9193548,0.95,1,1,0.978022,1,0.6585366,0.84375,NA,0.9247774,0.264987,0.2355627,NA,0.2073579,0.08540336,0.02770781,0.1656261,0.1644408,0.1067508,NA,0.3551476,0.2339474,0.0828585,0.5222745,16.46141,8.673193,6.666667,31.80127
"1155","190025",0.2588168,NA,0.6207513,0.4397841,NA,NA,0.8,NA,NA,NA,1,0.5609756,NA,NA,0.7869919,NA,0.1899006,NA,0.3902753,0.1980128,NA,NA,0.2593962,0.5463776,NA,NA,0.7286842,0.6839981,0.3035132,16.51302,18.85478,25.83333,61.20113
"1156","190026",0.649033,NA,0.09540847,0.3722207,1,0.983871,1,0.99,0.989011,0.989011,1,1,1,1,0.9951893,0.2137272,0.1729788,0.08365019,0.5816825,0.7423705,0.6376394,0.2082262,0.3771821,0.2489023,0.472196,0.04030327,0.7960526,0.4802944,0.5534227,19.38436,14.3954,5.416667,39.19642
"1157","190027",0.6237201,NA,0.4180083,0.5208642,0.9866667,1,0.9625,1,1,1,1,0.8292683,0.59375,0.5352113,0.8907396,0.392702,0.3706688,0.5342205,0.9289941,0.1980128,0.1601295,0.7091443,0.4705532,0.4176729,0.67295,0.7214685,0.8676316,0.5037987,0.9098153,20.91286,22.74076,3.333333,46.98695
"1158","190034",0.4852105,NA,0.3786524,0.4319314,1,1,0.875,1,0.978022,1,1,NA,NA,NA,0.9790031,NA,0.6172442,NA,0.08361204,0.155666,0.6376394,NA,0.3735404,0.5463776,NA,NA,0.1444737,0.06528965,NA,19.8275,8.401566,18.33333,46.5624
"1159","190036",0.9345848,NA,0.9120453,0.923315,0.92,0.9677419,1,0.98,0.967033,0.978022,0.98,0.9634146,0.921875,0.8873239,0.956541,0.03692441,0.03008327,0.6026616,0.3442243,0.329075,0.03634401,0.3848696,0.252026,0.4580132,0.2582469,0.08858739,0.5536842,0.9287749,0.9677653,23.68758,18.08373,0.8333333,42.60465
"1160","190039",0.4997156,NA,0.7385212,0.6191184,0.9866667,0.983871,1,1,0.989011,0.989011,0.99,0.9756098,1,1,0.9914169,0.1138141,0.8017728,NA,0.7854386,0.329075,0.7078086,0.4943077,0.5387028,0.3765093,NA,0.4517159,0.5536842,0.1089744,0.1977544,23.88042,11.25759,15.83333,50.97134
"1161","190040",0.6877133,NA,0.3786524,0.5331828,1,0.9677419,0.975,0.99,0.989011,1,1,1,1,NA,0.9913059,0.5534318,0.3408541,0.2718631,0.2245948,0.6718713,0.8179201,0.1865589,0.4381563,0.9525247,0.472196,0.5195531,0.8952632,0.1953941,0.233611,21.80717,18.15857,5,44.96573
"1162","190041",0.57281,NA,0.6425164,0.6076632,0.9333333,0.8709677,0.975,0.97,0.9340659,0.989011,0.99,0.8536585,0.953125,0.8732394,0.9342401,0.9052997,0.7166264,0.5342205,0.3902753,0.2971374,0.4872256,0.7495409,0.5829037,0.7634468,0.2130066,0.301676,0.5536842,0.7105888,0.6034046,23.60897,17.47671,12.5,53.58567
"1163","190044",0.3973265,0.05623472,0.7385212,0.3973608,1,0.8870968,0.9125,0.95,0.4835165,0.8131868,0.86,0.7682927,0.578125,NA,0.8058575,NA,0.7499328,NA,0.4954978,0.6718713,NA,0.459787,0.5942722,0.724753,NA,NA,0.05973684,0.03347578,0.08547628,19.97212,7.528683,3.75,31.2508
"1164","190045",0.3811149,NA,0.6839595,0.5325372,0.9866667,0.9516129,0.9875,1,0.978022,0.967033,0.98,0.9756098,0.90625,1,0.9732694,0.3609904,0.2111201,0.1596958,0.1468999,0.6718713,0.2400144,0.7091443,0.3571052,0.6341932,0.7888784,0.9265762,0.9828947,0.7894112,0.6975733,20.69902,26.77515,19.58333,67.0575
"1165","190046",0.6237201,NA,0.1288014,0.3762608,0.9866667,0.9677419,0.975,1,0.989011,0.967033,1,0.9634146,1,1,0.9848867,0.6372719,0.6862745,0.6026616,0.6115256,0.9680625,0.6376394,0.2596401,0.6290108,0.724753,0.67295,0.08858739,0.6128947,0.8791548,0.7667512,22.11287,20.80606,6.25,49.16893
"1166","190050",0.2659272,NA,0.4180083,0.3419678,0.84,0.9354839,0.9,1,0.989011,0.9010989,0.92,0.7926829,0.4375,NA,0.8573085,NA,0.9468171,NA,0.3673784,0.4712562,NA,0.7091443,0.623649,0.724753,NA,0.4181963,0.7542105,0.5800095,0.7863093,20.25473,21.75652,22.91667,64.92792
"1167","190053",0.2454494,NA,0.5927251,0.4190872,1,1,0.95,0.99,1,0.978022,1,1,1,NA,0.9908913,0.1876629,0.1407467,NA,0.2245948,0.09510291,0.4148974,0.4204921,0.2472495,0.2774424,NA,0.1660016,0.4971053,0.5515195,0.8605578,18.41364,15.68418,22.5,56.59782
"1168","190054",0.6840159,NA,0.7385212,0.7112685,0.9866667,0.9354839,0.9875,0.99,1,0.978022,1,0.9756098,1,NA,0.983698,0.8344917,0.2111201,NA,0.2809365,0.5538207,0.8179201,0.7774513,0.5792901,0.03841932,NA,0.4517159,0.07605263,0.03038936,0.3256067,25.26952,6.147892,12.91667,44.33408
"1169","190060",0.6006826,NA,0.7951699,0.6979263,0.9733333,0.8387097,0.95,0.96,0.978022,0.956044,0.97,0.7439024,0.703125,0.8873239,0.896046,0.7476108,0.8280956,0.2975285,0.0671469,0.1980128,0.3404102,0.3176643,0.3994956,0.01948408,0,0.6165204,0.03921053,0.0519943,0.4737414,22.14964,6.671948,15.83333,44.65492
"1170","190064",0.7463026,NA,0.8908766,0.8185896,0.96,0.9516129,1,0.99,0.989011,0.978022,0.99,0.9390244,0.96875,0.915493,0.9681913,0.856212,0.9379533,0.8726236,0.8248006,0.8810031,0.8585822,0.1865589,0.773962,0.5027442,0.7276155,0.06783719,0.05973684,0.2962963,0.06917783,28.4527,9.574488,15,53.02719
"1171","190065",0.9095563,NA,0.3786524,0.6441043,0.9733333,0.9516129,0.975,0.99,0.967033,0.989011,1,0.9512195,0.9375,0.9014085,0.9636118,0.3271069,0.1729788,0.6425856,0.2073579,0.4322214,0.4148974,0.6698494,0.4095711,0.1536773,0.1847314,0.2134876,0.2557895,0.2801519,0.7863093,22.4143,10.41193,12.91667,45.7429
"1172","190079",0.2659272,NA,0.02921884,0.147573,1,1,0.95,0.93,0.9230769,0.8461538,1,0.3902439,NA,NA,0.8799343,NA,NA,NA,0.0599434,0.3621954,NA,NA,0.2110694,NA,NA,NA,0.6128947,0.4287749,NA,13.76196,17.36116,8.333333,39.45646
"1173","190081",0.3208191,NA,0.5351819,0.4280005,NA,NA,0.6125,NA,NA,NA,NA,NA,NA,NA,0.6125,NA,0.4367446,NA,0.5495241,0.2971374,NA,NA,0.427802,0.830955,NA,NA,0.1173684,0.1835233,NA,16.31447,12.57607,21.25,50.14055
"1174","190086",0.3740046,NA,0.6207513,0.4973779,1,1,0.975,1,1,1,1,1,1,NA,0.9972222,0.6776716,0.8882622,NA,0.1468999,0.01916253,0.7078086,0.8409842,0.5467982,0.5027442,NA,0.113328,0.2339474,0.1835233,0.5222745,22.6822,10.37212,7.083333,40.13765
"1175","190088",0.03384528,NA,0.310972,0.1724086,NA,NA,0.8625,NA,NA,NA,NA,0.5365854,1,NA,0.7996951,NA,0.3408541,NA,0.263185,0.8303762,NA,0.7091443,0.5358899,0.5930296,NA,NA,0.7542105,0.05887939,0.654473,16.75548,17.1716,27.91667,61.84376
"1176","190090",0.04010239,NA,0.1547406,0.0974215,NA,NA,1,NA,NA,NA,NA,0.2926829,NA,NA,0.6463415,NA,0.1565941,NA,0.80885,0.5105276,NA,NA,0.4919906,0.5027442,NA,NA,0.5807895,0.8955366,NA,13.73059,21.98967,19.16667,54.88693
"1177","190098",0.8859499,NA,0.9305307,0.9082403,0.9333333,0.9193548,0.8625,0.94,0.956044,0.9450549,0.96,1,0.84375,0.915493,0.927553,0.02389227,0.1407467,0.1596958,0.001286339,0.4712562,NA,0.01322071,0.1350163,0.7634468,0.08859566,0.2729449,0.3084211,0.5220798,0.1579138,21.89789,11.74112,4.583333,38.22234
"1178","190099",0.06541524,NA,0.1854502,0.1254327,NA,NA,0.95,NA,NA,NA,1,NA,NA,NA,0.975,NA,0.3999463,NA,0.04244919,0.09510291,NA,NA,0.1791661,0.8833699,NA,NA,0.3084211,0.1505223,NA,14.21777,14.91459,12.08333,41.21569
"1179","190102",0.491752,NA,0.9305307,0.7111414,0.9333333,0.9677419,0.95,0.99,1,0.978022,1,1,0.71875,0.9295775,0.9467425,0.6372719,0.06204674,0.2538023,0.7854386,0.5538207,0.9251529,0.9658465,0.5976257,0.2489023,0.2950047,0.003192338,0.2339474,0.6588319,0.1046722,25.06122,8.580838,21.25,54.89205
"1180","190106",0.1564278,NA,0.1547406,0.1555842,NA,NA,0.8625,NA,NA,NA,NA,NA,NA,NA,0.8625,NA,0.6172442,NA,0.5232827,0.4322214,NA,NA,0.5242494,0.5463776,NA,NA,0.9205263,0.6054131,NA,17.13704,23.02574,10.83333,50.99612
"1181","190111",0.4425484,0.3276284,0.9305307,0.5669025,0.96,0.9516129,0.9125,0.97,0.978022,0.8461538,0.99,0.7560976,0.6875,0.8732394,0.8925126,0.7476108,0.9814666,0.1787072,0.9194752,0.990537,0.8981648,0.7495409,0.7807861,0.33809,0.2582469,0.2577813,0.9931579,0.9375594,0.7174937,24.89112,19.45738,12.08333,56.43184
"1182","190114",0.1040956,NA,0.5035778,0.3038367,NA,NA,0.4625,NA,NA,NA,NA,0.8414634,NA,NA,0.6519817,NA,0.5068493,NA,0.3902753,0.7423705,NA,0.1193537,0.4397122,0.9382547,NA,NA,0.2807895,0.4047958,0.4139804,15.5059,16.98184,19.58333,52.07107
"1183","190116",0.4348692,NA,0.4716756,0.4532724,1,0.9354839,0.7125,0.91,0.967033,0.8461538,1,0.4878049,NA,NA,0.8573719,NA,0.4367446,NA,0.1222022,0.5966406,0.7078086,0.6698494,0.5066491,0.2489023,NA,NA,0.525,0.00379867,0.3477001,20.19215,9.378342,13.75,43.32049
"1184","190118",0.06541524,NA,0.1288014,0.09710834,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.2111201,NA,0.1878055,0.05322924,NA,NA,0.1507183,0.6791987,NA,NA,0.1757895,0.1179962,NA,9.420296,10.81094,22.08333,42.31457
"1185","190125",0.773322,NA,0.7385212,0.7559216,0.9866667,0.9516129,0.9875,1,1,1,1,0.7682927,0.859375,0.8169014,0.9370349,0.6372719,0.9285522,0.973384,0.2073579,0.3943695,0.8981648,0.6294528,0.6669362,0.4176729,0.67295,0.7214685,0.3571053,0.2801519,0.8989497,26.22103,18.60166,17.08333,61.90602
"1186","190128",0.001422071,NA,0.9970185,0.4992203,0.9466667,0.9677419,NA,0.95,1,1,1,NA,NA,NA,0.9774014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.91667,NA
"1187","190133",0.2272469,NA,0.2182469,0.2227469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5800095,NA,NA,19.33365,NA,NA
"1188","190140",0.1470421,NA,0.4180083,0.2825252,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA,0.925,NA,0.2882084,NA,0.05608438,0.01561391,NA,NA,0.1199689,0.5463776,NA,NA,0.8542105,0.02730294,NA,14.74993,15.86546,21.25,51.86539
