Provider.ID,QC-T-ed_1b,QC-T-op_3b,QC-T-op_20,QC-T,QC-CP-op_6,QC-CP-op_7,QC-CP-pn_6,QC-CP-scip_inf_1,QC-CP-scip_inf_2,QC-CP-scip_inf_3,QC-CP-scip_vte_2,QC-CP-stk_6,QC-CP-vte_3,QC-CP-vte_6,QC-CP,QC-AD-readm_30_ami,QC-AD-readm_30_copd,QC-AD-readm_30_cabg,QC-AD-readm_30_hf,QC-AD-readm_30_pn,QC-AD-readm_30_hipknee,QC-AD-readm_30_stk,QC-AD,PD-mort_30_copd,PD-mort_30_cabg,PD-mort_30_ami,PD-mort_30_hf,PD-mort_30_pn,PD-mort_30_stk,QC,PD,PW,QS,State
50077,0.829351536,,0.566189624,0.69777058,0.933333333,0.919354839,0.975,0.99,0.989010989,0.989010989,0.99,0.987804878,0.96875,0.957746479,0.970001151,0.779756733,0.370668815,0.120722433,0.090043736,0.707357464,0.0518172,0.233933162,0.336328506,0.883369923,0.373232799,0.877494014,0.836052632,0.958452042,0.805143064,22.26778041,26.29858041,1.25,49.81636082,CA
50078,0.687713311,,0.378652355,0.533182833,0.973333333,0.790322581,0.95,0.96,0.956043956,0.923076923,0.98,0.890243902,0.921875,,0.927210633,0.392701998,0.260542573,,0.367378441,0.553820677,0.107592659,0.384869629,0.34448433,0.084248079,,0.579409417,0.553684211,0.480294397,0.522274538,20.05419773,14.79940428,7.083333333,41.93693534,CA
50079,0.853242321,,0.705128205,0.779185263,0.946666667,0.838709677,1,0.96,0.978021978,0.945054945,1,0.951219512,1,,0.95774142,0.152041703,0.506849315,,0.049909956,0.510527561,0.414897445,0.317664341,0.325315054,0.338090011,,0.983240223,0.497105263,0.332146249,0.786309308,22.91379707,19.5792737,3.333333333,45.8264041,CA
50082,0.879977247,,0.128801431,0.504389339,0.96,0.935483871,0.975,0.99,1,0.956043956,1,0.987804878,1,0.929577465,0.973391017,0.432232841,0.957292506,0.467680608,0.982763056,0.155665957,0.160129543,0.980536173,0.590900098,0.763446762,0.727615457,0.821628093,0.817894737,0.658831909,0.473741398,22.98533838,23.68421308,2.083333333,48.75288479,CA
50084,0.944823663,,0.447823494,0.696323579,0.986666667,0.967741935,0.9625,0.99,1,1,1,0.987804878,0.984375,1,0.987908848,0.876629018,0.107708837,0.602661597,0.301003344,0.36219541,0.561353005,0.840984209,0.521790774,0.024149286,0.020735156,0.185155626,0.643421053,0.099240266,0.075697211,24.5113689,5.824436657,0,30.33580556,CA
50089,0.92519909,0.853300733,0.185450209,0.654650011,0.96,0.951612903,0.925,0.99,0.967032967,0.967032967,1,,1,,0.970084855,,0.542841794,,0.263184976,0.596640643,,,0.467555804,0.458013172,,,0.728684211,0.710588794,,23.24767411,21.08095752,4.583333333,48.91196496,CA
50090,0.559442548,,0.246571258,0.403006903,1,1,1,1,1,0.989010989,1,1,,,0.998626374,,0.74993285,,0.957293543,0.742370476,0.925152933,0.965846493,0.868119259,0.277442371,,,0.580789474,0.50379867,0.522274538,25.21947262,15.70254211,6.25,47.17201473,CA
50091,0.860068259,0.146699267,0.722122838,0.576296788,,,1,,,,,0.390243902,1,,0.796747967,,0.130271287,,0.059943401,0.596640643,,,0.26228511,0.905049396,,,0.970789474,0.917616334,,18.17033184,31.03839116,0,49.208723,CA
50093,0.85665529,,0.974060823,0.915358057,0.973333333,0.951612903,0.975,1,0.978021978,0.978021978,1,0.87804878,0.921875,0.661971831,0.93178858,0.475238923,0.472468439,0.765209125,0.049909956,0.053229241,0.561353005,0.119353654,0.356680335,0.032656422,0.540999057,0.483639266,0.144473684,0.169990503,0.444042014,24.48696635,10.08778303,6.25,40.82474939,CA
50096,,,,,,,,0.62,0.659340659,0.769230769,1,,,,0.762142857,,,,,,0.487225621,,0.487225621,,,,,,,,,,,CA
50099,0.91410694,,0.957960644,0.936033792,0.946666667,0.919354839,1,0.99,1,0.967032967,0.98,0.951219512,0.90625,1,0.966052398,0.834491746,0.867848509,0.510456274,0.322356573,0.992666194,0.487225621,0.384869629,0.628559221,0.763446762,0.472196041,0.970869912,0.672368421,0.731244065,0.628757696,28.11828235,23.54934943,4.166666667,55.83429844,CA
50100,0.476109215,,0.665175909,0.570642562,1,0.983870968,1,0.99,0.989010989,0.989010989,1,0.963414634,0.9375,0.85915493,0.971196251,0.593831451,0.34085415,0.728136882,0.581682532,0.432221434,0.561353005,0.290488432,0.504081126,0.679198683,0.333647502,0.045889864,0.192894737,0.296296296,0.347700109,22.73244377,10.53126217,19.58333333,52.84703928,CA
50101,0.936006826,,0.825581395,0.880794111,0.986666667,0.935483871,0.9875,1,1,0.978021978,1,0.951219512,0.875,,0.968210225,0.509556907,0.211120064,,0.20735786,0.707357464,0.036344009,0.459787,0.355253884,0.679198683,,0.257781325,0.525,0.454415954,0.654473017,24.491758,17.13912653,1.25,42.88088452,CA
50102,0.800625711,,0.856290996,0.828458353,0.826666667,0.774193548,0.975,0.99,0.978021978,0.989010989,0.99,0.829268293,0.96875,0.704225352,0.902513683,,0.370668815,,0.146899923,0.881003075,0.34041022,0.119353654,0.371667137,0.679198683,,0.579409417,0.728684211,0.879154796,0.197754437,23.36265748,20.42801029,2.083333333,45.87400111,CA
50103,0.939988623,,0.277877162,0.608932893,0.96,0.983870968,0.95,1,1,1,1,1,1,0.732394366,0.962626533,0.360990443,0.652162235,,0.263184976,0.881003075,0.160129543,0.002203452,0.386612287,0.830954995,,0.550678372,0.883947368,0.99691358,0.986236871,21.75746348,28.32487457,12.5,62.58233805,CA
50104,0.964732651,,0.873285629,0.91900914,0.853333333,0.967741935,0.9625,1,0.989010989,0.989010989,0.99,0.963414634,0.921875,0.830985915,0.94678728,0.637271937,0.472468439,,0.887573964,0.802460374,,0.459787,0.651912343,0.724753019,,0.858739026,0.995,0.864434948,0.82252807,27.97454181,28.43636708,3.333333333,59.74424222,CA
50107,0.674630262,,0.218246869,0.446438566,0.973333333,0.983870968,1,1,1,0.978021978,0.99,0.926829268,0.9375,0.887323944,0.967687949,0.876629018,0.617244158,0.892585551,0.667095446,0.881003075,0.898164807,0.986412046,0.831304872,0.004390779,0.426013195,0.257781325,0.280789474,0.040360874,0.098515031,24.94923763,6.154725986,12.5,43.60396361,CA
50108,0.956200228,,0.340488968,0.648344598,0.986666667,0.967741935,0.975,0.99,0.989010989,0.989010989,1,0.975609756,0.9375,0.802816901,0.961335724,0.953084275,0.119527263,0.99904943,0.695909442,0.510527561,0.95897805,0.53837679,0.682207544,0.222283205,0.96135721,0.916201117,0.580789474,0.381291548,0.654473017,25.46542073,20.64664206,5.416666667,51.52872946,CA
50110,0.614903299,0.657701711,0.847048301,0.706551104,0.973333333,0.870967742,0.975,0.98,0.989010989,0.78021978,0.96,0.792682927,,,0.915151846,,0.68627451,,0.611525598,0.858291933,0.414897445,0.53837679,0.621873255,0.546377607,,,0.105526316,0.128442545,0.171314741,24.9286245,7.930510075,3.333333333,36.19246791,CA
50111,,,,,1,1,,,,,1,1,,,1,0.432232841,0.828095622,,0.301003344,0.802460374,,0.53837679,0.580433794,0.961031833,,,0.963157895,0.968186135,0.922129663,,31.78754605,5.416666667,,CA
50112,0.897326507,,0.665175909,0.781251208,0.973333333,0.903225806,1,0.99,0.956043956,0.956043956,1,1,1,0.915492958,0.969414001,0.170286707,0.472468439,,0.008747106,0.011118997,0.19827276,0.083363937,0.157376324,0.883369923,,0.904229848,0.955789474,0.978157645,0.967765302,21.20046149,31.26208128,9.166666667,61.62920944,CA
50113,0.839590444,,0.992248062,0.915919253,0.893333333,0.935483871,0.9375,0.98,0.89010989,0.912087912,0.99,0.951219512,,,0.936216815,,,,,,,,,,,,,,,,,0.833333333,,CA
50115,0.788395904,,0.620751342,0.704573623,0.973333333,0.951612903,1,0.99,0.989010989,1,0.99,0.975609756,0.984375,0.971830986,0.982577297,0.905299739,0.74993285,0.178707224,0.899665552,0.9602555,0.898164807,0.868894602,0.780131468,0.09467618,0.540999057,0.355147646,0.192894737,0.381291548,0.444042014,27.41424875,11.16139545,8.333333333,46.90897754,CA
50116,0.887656428,,0.620751342,0.754203885,0.973333333,1,0.9875,0.99,0.989010989,0.989010989,0.99,0.975609756,0.984375,0.76056338,0.963940345,0.945264987,0.867848509,0.370722433,0.097247234,0.510527561,0.637639439,0.58207859,0.573046965,0.724753019,0.258246937,0.963687151,0.941052632,0.811016144,0.522274538,25.45767994,23.450169,5,53.90784894,CA
50118,0.417235495,,0.683959451,0.550597473,1,1,0.9625,0.98,0.989010989,0.967032967,0.99,0.914634146,0.796875,,0.955561456,0.553431798,0.095890411,,0.059943401,0.900875325,0.107592659,0.186558942,0.31738209,0.084248079,,0.451715882,0.308421053,0.210588794,0.250633828,20.26156687,8.704050905,4.166666667,33.13228444,CA
50121,0.764789534,0.078239609,0.185450209,0.34282645,0.906666667,0.919354839,0.95,0.96,0.901098901,0.923076923,0.97,0.841463415,0.671875,,0.893726194,0.131190269,0.070373355,,0.039361976,0.980837473,0.637639439,0.420492104,0.379982436,0.038419319,,0.079409417,0.255789474,0.117996201,0.171314741,17.96150089,4.419527686,0.833333333,23.21436191,CA
50122,0.927474403,,0.966308885,0.946891644,0.973333333,1,0.975,1,0.989010989,1,0.99,0.926829268,0.984375,1,0.983854859,0.509556907,0.370668815,,0.280936455,0.221433641,0.637639439,0.868894602,0.481521643,0.222283205,,0.355147646,0.213947368,0.210588794,0.473741398,26.8029794,9.838056075,5.833333333,42.47436881,CA
50124,0.629408419,,0.912045319,0.770726869,0.92,0.935483871,0.9375,0.98,0.967032967,0.967032967,0.99,0.792682927,1,,0.943303637,0.360990443,0.937953263,,0.842037561,0.269458245,0.487225621,0.259640103,0.526217539,0.417672887,,0.099760575,0.357105263,0.683998101,0.413980442,24.89164494,13.15011511,7.083333333,45.12509339,CA
50125,0.766780432,,0.053965414,0.410372923,1,0.983870968,1,1,0.978021978,0.956043956,0.98,1,0.953125,1,0.98510619,0.001303215,0.189900618,0.534220532,0.097247234,0.881003075,0.287153652,0.134777819,0.303658021,0.830954995,0.844486334,0.686751796,0.976315789,0.789411206,0.922129663,18.87930149,28.05583213,0,46.93513362,CA
50126,0.877701934,,0.898628503,0.888165219,0.906666667,0.887096774,0.925,0.93,0.912087912,0.89010989,0.97,0.890243902,0.734375,0.85915493,0.890473508,0.509556907,0.780016116,0.134980989,0.301003344,0.394369529,0.561353005,0.53837679,0.459950954,0.277442371,0.120640905,0.616520351,0.970789474,0.879154796,0.473741398,24.87321867,18.54605164,8.75,52.16927031,CA
50127,0.600682594,,0.218246869,0.409464732,1,1,0.9375,1,1,1,1,1,1,,0.993055556,,0.130271287,,0.695909442,0.198012775,0.898164807,0.669849431,0.518441548,0.003567508,,0.129688747,0.069473684,0.022079772,0.038754075,21.34402039,1.757091908,13.33333333,36.43444564,CA
50128,0.922070535,,0.825581395,0.873825965,0.986666667,0.967741935,1,1,0.989010989,0.978021978,1,0.987804878,0.984375,0.915492958,0.98091144,0.80712424,0.189900618,0.345057034,0.824800617,0.707357464,0.19827276,0.669849431,0.534623166,0.054884742,0.062205467,0.056264964,0.031842105,0.605413105,0.171314741,26.5484508,5.45513958,9.166666667,41.17025704,CA
50129,0.956484642,,0.007453787,0.481969214,0.933333333,0.951612903,1,1,0.989010989,0.934065934,0.98,0.963414634,0.921875,1,0.967331279,0.187662902,0.617244158,0.134980989,0.390275277,0.980837473,0.707808564,0.749540947,0.538335759,0.417672887,0.844486334,0.301675978,0.175789474,0.227920228,0.347700109,22.08484724,12.86247227,3.333333333,38.28065285,CA
50131,0.417235495,,0.447823494,0.432529495,0.906666667,0.774193548,1,1,0.989010989,1,0.99,1,1,,0.962207912,,0.542841794,,0.449446874,0.155665957,0.160129543,0.384869629,0.338590759,0.338090011,,,0.233947368,0.879154796,0.214052879,19.25920184,13.87704212,17.91666667,51.05291063,CA
50132,0.532423208,,0.755813953,0.644118581,1,0.806451613,0.975,1,0.967032967,0.956043956,0.99,1,0.875,,0.952169837,0.779756733,0.716626377,,0.039361976,0.022237994,0.817920115,0.709144326,0.514174587,0.546377607,,0.418196329,0.993157895,0.972222222,0.873958711,23.44958894,25.35941842,0,48.80900737,CA
50133,0.946245734,,0.503577818,0.724911776,0.96,0.887096774,0.8875,0.97,0.978021978,0.967032967,0.97,0.792682927,0.40625,0.549295775,0.836788042,0.042571677,0.235562718,0.271863118,0.224594803,0.245091081,0.240014394,0.669849431,0.275649603,0.136388584,0.605089538,0.185155626,0.466842105,0.683998101,0.268743209,20.41499356,13.0345398,2.083333333,35.5328667,CA
50135,0.928327645,,0.825581395,0.87695452,0.986666667,0.983870968,,0.98,0.923076923,0.846153846,0.96,0.963414634,1,1,0.960353671,0.327106864,0.506849315,,0.241317211,0.269458245,,0.348879912,0.338722309,0.999725576,,0.916201117,0.982894737,0.998100665,0.82252807,24.17811667,31.4630011,0,55.64111777,CA
50136,0.87741752,,0.642516398,0.759966959,0.933333333,0.919354839,0.9125,0.96,0.934065934,0.956043956,0.96,0.804878049,1,,0.931130679,0.432232841,0.916465216,,0.928994083,0.968062456,0.925152933,0.58207859,0.792164353,0.222283205,,0.519553073,0.332105263,0.058879392,0.390800435,27.5917999,10.15747579,7.5,45.24927569,CA
50137,0.572810011,,,0.572810011,,,1,1,1,1,1,0.987804878,1,,0.99825784,,,,,,,,,,,,,,,,,8.333333333,,CA
50138,0.993174061,,,0.993174061,,,1,0.99,0.989010989,0.989010989,1,0.963414634,1,1,0.991429577,0.779756733,,,,,,0.06022769,0.419992212,,,,,,0.444042014,26.71773166,14.80140046,9.166666667,50.68579879,CA
50139,0.906427759,,,0.906427759,,,1,0.99,0.967032967,0.989010989,1,1,0.953125,1,0.98739612,,,,,,,,,,,,,,,,,7.916666667,,CA
50140,0.904152446,,,0.904152446,,,1,1,0.989010989,0.978021978,1,1,0.984375,1,0.993925996,,,,0.581682532,0.074520937,,,0.328101734,,,,0.357105263,,,24.73533529,11.90350877,13.33333333,49.97217739,CA
50145,0.43486917,,0.866428145,0.650648658,1,0.967741935,0.975,0.99,0.978021978,0.978021978,1,0.987804878,1,,0.986287863,0.891398784,0.888262154,0.196768061,0.994340108,0.995031938,0.561353005,0.955196474,0.783192932,0.37650933,0.472196041,0.890263368,0.612894737,0.332146249,0.842086201,26.89032725,19.58942181,10.83333333,57.3130824,CA
50146,,,,,,,,,,,,,,,,,,,,0.858291933,,,0.858291933,,,,,0.428774929,,,14.29249763,,,CA
50149,0.915813424,,0.705128205,0.810470815,0.986666667,1,0.9875,1,0.989010989,0.967032967,1,0.951219512,0.890625,1,0.977205513,0.187662902,0.107708837,,0.074607667,0.136740005,,0.165626148,0.134469112,0.248902305,,0.418196329,0.817894737,0.551519468,0.717493662,21.35717155,18.36004334,0.833333333,40.55054822,CA
50150,0.766780432,,0.218246869,0.492513651,1,0.887096774,0.9875,0.99,0.989010989,0.989010989,1,0.987804878,0.875,,0.967269292,0.475238923,0.260542573,,0.765114484,0.329074994,0.768261965,0.494307749,0.515423448,0.679198683,,0.773343974,0.525,0.945156695,0.347700109,21.94673768,21.80266307,3.75,47.49940075,CA
50152,0.832195677,,0.218246869,0.525221273,1,1,0.9875,1,1,0.989010989,1,0.914634146,1,,0.987905015,,0.288208434,,0.449446874,0.245091081,0.768261965,0.208226221,0.391846915,0.308177827,,0.387470072,0.672368421,0.480294397,0.786309308,21.16636892,17.5641335,3.75,42.48050242,CA
50153,0.794937429,,0.218246869,0.506592149,0.866666667,0.85483871,0.9875,1,0.989010989,0.978021978,1,1,0.921875,,0.955323705,0.637271937,0.14074671,0.567490494,0.746591201,0.329074994,0.637639439,0.669849431,0.532666315,0.724753019,0.258246937,0.550678372,0.085526316,0.580009497,0.197754437,22.1620241,13.31649209,10.41666667,45.89518286,CA
50158,0.173777019,,0.310971974,0.242374497,,,1,,,,1,,,,1,0.593831451,0.39994628,,0.322356573,0.707357464,,0.165626148,0.437823583,0.921789243,,0.963687151,0.907631579,0.811016144,0.984063745,18.66886755,30.58791908,,,CA
50159,0.936006826,,0.915324985,0.925665906,,,0.9,0.97,0.967032967,0.989010989,0.98,0.93902439,0.859375,,0.943491907,,0.39994628,,0.63725238,0.671871304,0.637639439,0.317664341,0.532874749,0.248902305,,0.519553073,0.672368421,0.605413105,0.444042014,26.68925067,16.60185945,0.416666667,43.70777679,CA
50167,0.942832765,,0.962432916,0.95263284,0.906666667,1,0.95,0.96,0.967032967,0.934065934,0.99,0.975609756,0.96875,0.915492958,0.956761828,,0.436744561,,0.416773862,0.553820677,,0.119353654,0.381673188,0.763446762,,0.233439745,0.233947368,0.260683761,0.047808765,25.45630952,10.262176,2.083333333,37.80181885,CA
50168,0.720705347,,0.722122838,0.721414093,0.973333333,0.967741935,0.925,0.98,0.978021978,0.989010989,0.99,0.987804878,0.96875,1,0.975966311,0.509556907,0.189900618,0.936311787,0.765114484,0.742370476,0.95897805,0.459787,0.651717046,0.308177827,0.788878417,0.721468476,0.466842105,0.879154796,0.873958711,26.10108278,22.43600184,6.25,54.78708461,CA
50169,0.729522184,,0.185450209,0.457486197,0.973333333,0.951612903,0.9,0.98,0.989010989,0.956043956,1,0.987804878,0.90625,0.957746479,0.960180254,0.637271937,0.652162235,0.370722433,0.667095446,0.707357464,0.925152933,0.208226221,0.595426953,0.967892426,0.605089538,0.650837989,0.895263158,0.928774929,0.842086201,22.36770448,27.16635689,12.91666667,62.45072804,CA
50174,0.820534699,,0.936195587,0.878365143,0.986666667,0.983870968,0.85,1,0.978021978,0.989010989,0.98,0.926829268,0.953125,0.915492958,0.956301783,0.986533449,0.916465216,0.900190114,0.985078467,0.995031938,0.979489025,0.868894602,0.947383259,0.175905598,0.540999057,0.686751796,0.059736842,0.091642925,0.043100326,30.91166871,8.878536358,0.833333333,40.62353841,CA
50179,0.905290102,,0.769528921,0.837409512,0.906666667,0.919354839,0.95,0.97,0.978021978,0.967032967,0.98,0.963414634,0.71875,0.464788732,0.881802982,0.360990443,0.087563793,0.345057034,0.187805506,0.044239413,0.064771501,0.53837679,0.232686354,0.222283205,0.727615457,0.858739026,0.407105263,0.789411206,0.233611011,21.68776497,17.99313982,0,39.6809048,CA
50180,0.766780432,,0.378652355,0.572716394,0.973333333,0.951612903,0.95,0.98,0.978021978,0.978021978,1,0.951219512,1,1,0.97622097,0.213727194,0.652162235,,0.966297916,0.881003075,0.858582224,0.996694822,0.761411244,0.458013172,,0.272944932,0.883947368,0.958452042,0.58420862,25.6705401,21.0504409,6.666666667,53.38764766,CA
50189,0.548919226,,0.535181872,0.542050549,,,0.85,0.96,1,0.879120879,0.97,,,,0.931824176,,0.260542573,,0.322356573,0.771705701,,,0.451534949,0.502744237,,,0.580789474,0.35660019,,21.39344083,16.00148779,15.41666667,52.81159528,CA
50191,0.794937429,,0.246571258,0.520754344,0.973333333,1,0.95,0.99,0.989010989,0.967032967,1,0.951219512,0.953125,1,0.97737218,0.509556907,0.260542573,0.534220532,0.611525598,0.802460374,0.34041022,0.629452809,0.526881288,0.883369923,0.295004713,0.821628093,0.867631579,0.789411206,0.390800435,22.50008679,22.48803304,5.416666667,50.4047865,CA
50192,0.820534699,,0.620751342,0.72064302,,,0.9625,1,0.912087912,0.912087912,0.85,,,,0.927335165,,0.74993285,,,0.553820677,,,0.651876763,0.458013172,,,,0.128442545,,25.55394387,9.774261957,3.333333333,38.66153916,CA
50194,0.656712173,,0.683959451,0.670335812,0.973333333,1,0.9875,1,0.978021978,0.967032967,1,1,0.875,,0.975654253,0.637271937,0.119527263,,0.47234371,0.394369529,0.414897445,0.259640103,0.383008331,0.338090011,,0.324421389,0.332105263,0.195394112,0.553422673,22.54442663,11.62288965,1.666666667,35.83398295,CA
50195,0.85665529,,0.642516398,0.749585844,0.986666667,0.983870968,0.95,1,0.989010989,0.978021978,1,0.93902439,0.828125,,0.961635555,0.002172024,0.780016116,0.196768061,0.104708001,0.36219541,0.969413458,0.259640103,0.382130453,0.634193194,0.472196041,0.650837989,0.553684211,0.404795821,0.628757696,23.25946502,18.58036085,4.166666667,46.00649254,CA
50196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
50197,0.449374289,,0.128801431,0.28908786,0.986666667,1,0.9625,0.99,1,0.989010989,1,1,0.9375,,0.985075295,0.834491746,0.96347032,0.918250951,0.946231026,0.269458245,0.768261965,0.134777819,0.69070601,0.830954995,0.727615457,0.550678372,0.970789474,0.454415954,0.325606664,21.83187961,21.44478287,1.666666667,44.94332915,CA
50204,0.987201365,,0.921884317,0.954542841,0.826666667,0.919354839,0.975,0.99,0.978021978,0.989010989,0.99,0.841463415,0.8125,1,0.932201789,0.392701998,0.716626377,,0.301003344,0.858291933,0.34041022,0.420492104,0.504920996,0.763446762,,0.839584996,0.932368421,0.480294397,0.842086201,26.57406251,25.71853851,15,67.29260102,CA
50205,0.559442548,,0.185450209,0.372446379,,,,,,,,,0.484375,,0.484375,,0.937953263,,0.842037561,0.968062456,,,0.91601776,0.458013172,,,0.867631579,0.986467236,,19.69821265,25.6901332,,,CA
50211,0.566268487,,0.665175909,0.615722198,0.88,1,0.9375,1,1,0.978021978,0.99,0.951219512,0.90625,,0.960332388,0.475238923,0.617244158,,0.367378441,0.09510291,0.637639439,0.53837679,0.455163443,0.546377607,,0.800877893,0.643421053,0.50379867,0.697573343,22.56908921,21.28032377,2.916666667,46.76607966,CA
50222,0.930887372,,0.994931425,0.962909399,0.973333333,0.983870968,0.9625,1,0.989010989,0.978021978,0.99,0.963414634,0.84375,0.802816901,0.94867188,0.432232841,0.946817083,0.315589354,0.667095446,0.553820677,0.027707809,0.165626148,0.444127051,0.967892426,0.088595664,0.616520351,0.754210526,0.928774929,0.974646867,26.174537,24.05911535,9.583333333,59.81698569,CA
50224,0.68003413,,0.77966607,0.7298501,0.986666667,0.983870968,0.975,0.99,0.978021978,1,1,0.987804878,0.875,0.943661972,0.972002646,0.962206777,0.288208434,0.856463878,0.899665552,0.707357464,,0.81197209,0.754312366,0.064489572,0.727615457,0.686751796,0.308421053,0.995014245,0.922129663,27.29072347,20.58012103,11.66666667,59.53751116,CA
50225,0.764789534,,0.447823494,0.606306514,0.853333333,0.870967742,0.9375,1,1,0.989010989,1,1,0.9375,1,0.958831206,0.970460469,0.617244158,,0.919475174,0.881003075,0.240014394,0.709144326,0.722890266,0.679198683,,0.355147646,0.895263158,0.731244065,0.860557769,25.42253318,23.47607547,11.66666667,60.56527531,CA
50226,0.397326507,,0.77966607,0.588496289,0.973333333,0.951612903,0.925,1,0.978021978,0.956043956,0.99,0.963414634,0.890625,1,0.96280518,0.042571677,0.034918077,0.671102662,0.581682532,0.830376153,0.0518172,0.150569225,0.337576789,0.859769484,0.426013195,0.650837989,0.643421053,0.986467236,0.413980442,20.98753621,22.11382999,5.833333333,48.93469954,CA
50228,0.951080774,,0.979427549,0.965254161,0.946666667,1,0.9625,0.99,0.989010989,1,1,1,0.984375,0.943661972,0.981621463,0.593831451,0.14074671,,0.0671469,0.085403359,0.561353005,0.208226221,0.276117941,0.308177827,,0.022745411,0.383421053,0.917616334,0.012314379,24.6999285,10.96183336,0.416666667,36.07842852,CA
50230,0.43486917,,0.471675611,0.45327239,0.853333333,1,0.9625,0.97,0.923076923,1,1,1,1,,0.967656695,0.715899218,0.436744561,,0.523282737,0.553820677,,0.77745134,0.601439707,0.679198683,,0.616520351,0.948684211,0.984567901,0.939152481,22.47076436,27.78749084,1.666666667,51.92492187,CA
50231,0.946245734,,0.566189624,0.756217679,0.96,0.951612903,1,1,0.989010989,0.978021978,1,0.987804878,1,1,0.986645075,0.67767159,0.260542573,0.410646388,0.416773862,0.632363378,0.925152933,0.119353654,0.49178634,0.883369923,0.844486334,0.129688747,0.955789474,0.522079772,0.922129663,24.82943437,23.65302174,0,48.48245611,CA
50232,0.499715586,,0.095408468,0.297562027,1,0.967741935,1,1,0.978021978,0.989010989,1,0.902439024,0.9375,,0.974968214,0.997393571,0.828095622,0.534220532,0.887573964,0.998107405,0.637639439,0.927653324,0.830097694,0.37650933,0.727615457,0.721468476,0.553684211,0.895536562,0.372328866,23.36253261,20.26190501,12.5,56.12443762,CA
50234,0.202502844,,0.620751342,0.411627093,0.986666667,1,1,1,1,1,1,0.914634146,,,0.987662602,,0.716626377,,0.171597633,0.553820677,0.487225621,0.259640103,0.437782082,0.593029638,,,0.192894737,0.480294397,0.473741398,20.41190863,14.49966808,27.91666667,62.82824337,CA
50235,0.75,,0.722122838,0.736061419,0.986666667,0.935483871,0.925,1,1,1,1,0.975609756,0.859375,0.929577465,0.961171276,0.099044309,0.189900618,0.315589354,0.720349884,0.245091081,0.858582224,0.927653324,0.479458685,0.921789243,0.472196041,0.579409417,0.436842105,0.658831909,0.522274538,24.18545978,19.95190697,6.25,50.38736674,CA
50236,0.629408419,0.960880196,0.128801431,0.573030015,0.88,0.919354839,0.975,0.99,0.956043956,0.978021978,0.98,0.963414634,0.9375,,0.95325949,0.170286707,0.235562718,,0.85978904,0.632363378,0.19827276,0.233933162,0.388367961,0.859769484,,0.721468476,0.7,0.879154796,0.603404564,21.27397184,25.09198213,2.916666667,49.28262064,CA
50238,0.614903299,,0.592725104,0.603814202,0.96,0.903225806,0.975,1,0.978021978,0.967032967,0.99,0.987804878,0.90625,,0.963037292,0.67767159,0.946817083,0.642585551,0.367378441,0.9602555,0.414897445,0.06022769,0.581404757,0.987650933,0.844486334,0.550678372,0.817894737,0.864434948,0.898949656,23.8695139,27.57830544,5.416666667,56.86448601,CA
50239,0.844709898,,0.447823494,0.646266696,0.96,0.951612903,0.975,1,1,0.978021978,0.99,0.975609756,0.8125,0.929577465,0.95723221,0.131190269,0.68627451,0.101711027,0.122202213,0.044239413,0.561353005,0.208226221,0.265028094,0.987650933,0.047125353,0.939345571,0.996052632,0.978157645,0.980441869,20.76141111,27.38207779,12.91666667,61.06015557,CA
50242,0.694254835,,0.310971974,0.502613404,0.986666667,0.983870968,0.9875,1,1,1,1,0.951219512,1,1,0.990925715,0.976107732,0.542841794,0.567490494,0.974273218,0.9602555,0.707808564,0.996694822,0.817924589,0.222283205,0.727615457,0.272944932,0.021052632,0.404795821,0.766751177,25.68293009,13.41912903,0.833333333,39.93539245,CA
50243,0.69112628,,0.566189624,0.628657952,0.986666667,1,0.9875,1,0.978021978,0.956043956,1,0.975609756,0.890625,0.971830986,0.974629834,0.019982624,0.288208434,0.271863118,0.63725238,0.432221434,0.768261965,0.989349982,0.486734276,0.003018661,0.020735156,0.022745411,0.466842105,0.35660019,0.018833756,23.22246737,4.937640436,5.416666667,33.57677447,CA
50245,0.986632537,,0.705128205,0.845880371,0.973333333,0.967741935,0.975,0.99,0.989010989,0.989010989,0.99,0.963414634,0.984375,1,0.982188688,0.432232841,0.617244158,,0.390275277,0.510527561,,0.420492104,0.474154388,0.417672887,,0.519553073,0.867631579,0.580009497,0.717493662,25.58026053,20.68240465,7.916666667,54.17933184,CA
50248,0.907849829,,0.738521169,0.823185499,,,0.9125,0.97,0.978021978,0.934065934,1,0.93902439,0.8125,,0.9351589,,0.130271287,,0.85978904,0.269458245,,,0.419839524,0.546377607,,,0.612894737,0.227920228,0.473741398,24.20204359,15.50778308,7.5,47.20982667,CA
50254,0.735494881,,0.836314848,0.785904864,1,1,1,1,1,0.989010989,1,1,1,,0.998778999,0.67767159,0.436744561,,0.957293543,0.29713745,0.707808564,0.938670584,0.669221049,0.248902305,,0.858739026,0.854210526,0.710588794,0.250633828,27.26561013,19.4871632,14.58333333,61.33610666,CA
50257,,,,,,,0.9,,,,,,,,0.9,,0.156594145,,0.322356573,0.432221434,,,0.30372405,0.796377607,,,0.672368421,0.428774929,,,21.08356619,6.25,,CA
