Provider.ID,QC-T-ed_1b,QC-T-op_3b,QC-T-op_20,QC-T,QC-CP-op_6,QC-CP-op_7,QC-CP-pn_6,QC-CP-scip_inf_1,QC-CP-scip_inf_2,QC-CP-scip_inf_3,QC-CP-scip_vte_2,QC-CP-stk_6,QC-CP-vte_3,QC-CP-vte_6,QC-CP,QC-AD-readm_30_ami,QC-AD-readm_30_copd,QC-AD-readm_30_cabg,QC-AD-readm_30_hf,QC-AD-readm_30_pn,QC-AD-readm_30_hipknee,QC-AD-readm_30_stk,QC-AD,PD-mort_30_copd,PD-mort_30_cabg,PD-mort_30_ami,PD-mort_30_hf,PD-mort_30_pn,PD-mort_30_stk,QC,PD,PW,QS,State
10001,0.652161547,,0.925163983,0.788662765,1,1,0.9875,0.99,0.989010989,0.978021978,1,0.963414634,0.734375,1,0.96423226,0.327106864,0.087563793,0.216730038,0.746591201,0.124201561,0.240014394,0.348879912,0.298726823,0.136388584,0.213006598,0.939345571,0.233947368,0.454415954,0.347700109,22.79579832,12.9155788,7.083333333,42.79471045,AL
10005,0.465017065,,0.566189624,0.515603345,1,0.951612903,0.975,1,0.989010989,1,1,0.87804878,1,0.591549296,0.938522197,0.80712424,0.867848509,,0.611525598,0.802460374,0.036344009,0.150569225,0.545978659,0.546377607,,0.017557861,0.001842105,0.091642925,0.473741398,22.22338001,7.54107931,21.25,51.01445932,AL
10006,0.192832765,,0.053965414,0.123399089,1,0.983870968,0.9625,1,1,0.989010989,0.99,0.93902439,0.640625,0.887323944,0.939235529,0.876629018,0.780016116,0.370722433,0.785438642,0.29713745,0.768261965,0.868894602,0.678157175,0.593029638,0.052780396,0.030726257,0.007105263,0.099240266,0.043100326,19.34213104,4.588789698,3.75,27.68092074,AL
10007,0.354948805,,0.642516398,0.498732602,,,0.9125,0.96,1,0.956043956,1,,,,0.965708791,,0.288208434,,0.667095446,0.269458245,,0.348879912,0.393410509,0.072722283,,,0.233947368,0.078110161,0.444042014,20.64279891,6.906848557,16.66666667,44.21631414,AL
10008,0.138794084,,0.503577818,0.321185951,,,0.9125,,,,,,,,0.9125,,0.617244158,,0.47234371,0.632363378,,,0.573983749,0.338090011,,,0.255789474,0.454415954,,20.08521888,11.6477271,12.5,44.23294598,AL
10011,0.499715586,,0.795169946,0.647442766,0.986666667,1,0.95,1,0.989010989,0.989010989,1,0.87804878,0.859375,0.732394366,0.938450679,0.327106864,0.716626377,0.432509506,0.876254181,0.671871304,0.107592659,0.955196474,0.583879623,0.593029638,0.540999057,0.616520351,0.407105263,0.091642925,0.922129663,24.10858965,17.61903832,4.583333333,46.31096131,AL
10012,0.202502844,,0.807990459,0.505246652,1,1,0.9,1,0.967032967,1,1,1,0.828125,,0.966128663,0.475238923,0.370668815,,0.263184976,0.031937544,0.34041022,0.384869629,0.311051684,0.136388584,,0.020351157,0.192894737,0.005460589,0.085476277,19.80474443,2.93714229,12.91666667,35.65855339,AL
10016,0.674630262,,0.642516398,0.65857333,0.986666667,0.903225806,0.975,1,0.978021978,0.967032967,1,0.951219512,0.984375,1,0.974554193,0.213727194,0.96347032,0.101711027,0.63725238,0.198012775,0.240014394,0.208226221,0.366059187,0.136388584,0.213006598,0.926576217,0.159473684,0.296296296,0.197754437,22.21318567,10.7194212,4.166666667,37.09927353,AL
10018,0.285836177,,0.953190221,0.619513199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL
10019,0.111205916,0.792176039,0.310971974,0.404784643,0.986666667,0.983870968,0.9625,1,0.989010989,0.967032967,0.99,0.829268293,0.921875,,0.958913876,,0.078699973,,0.390275277,0.596640643,0.898164807,0.150569225,0.422869985,0.153677278,,0.185155626,0.175789474,0.128442545,0.444042014,19.85076116,7.247379578,10,37.09814073,AL
10021,0.06370876,,0.447823494,0.255766127,0.946666667,1,0.8875,0.98,0.978021978,0.901098901,1,,,,0.956183935,,0.39994628,,0.824800617,0.36219541,0.107592659,,0.423633742,0.921789243,,,0.7,0.551519468,,18.17315338,24.14787456,14.16666667,56.48769461,AL
10022,0.397326507,,0.310971974,0.354149241,,,0.9375,,,,,,,,0.9375,,0.867848509,,0.63725238,0.802460374,,,0.769187088,0.593029638,,,0.076052632,0.605413105,,22.89818142,14.16105972,22.91666667,59.97590781,AL
10023,0.933162685,,0.738521169,0.835841927,0.973333333,0.951612903,0.975,0.98,0.989010989,0.967032967,0.98,0.987804878,0.96875,1,0.977254507,0.240225891,0.579102874,0.253802281,0.171597633,0.432221434,0.414897445,0.083363937,0.310744499,0.120472009,0.472196041,0.877494014,0.612894737,0.404795821,0.132560666,23.59823259,14.55785161,6.666666667,44.82275086,AL
10024,0.726678043,,0.957960644,0.842319344,0.986666667,0.967741935,0.925,1,1,0.967032967,0.99,0.963414634,0.828125,0.830985915,0.945896712,0.834491746,0.928552243,0.815589354,0.85978904,0.802460374,0.107592659,0.53837679,0.698121744,0.084248079,0.071630537,0.257781325,0.948684211,0.030389364,0.553422673,27.62597555,10.81197882,12.5,50.93795437,AL
10029,0.320819113,,0.866428145,0.593623629,0.986666667,0.983870968,0.9625,1,0.989010989,0.989010989,1,0.975609756,0.8125,0.732394366,0.943156373,0.294960904,0.828095622,0.872623574,0.367378441,0.95055595,0.064771501,0.955196474,0.619083209,0.883369923,0.167766258,0.113328013,0.436842105,0.072174739,0.744295545,23.95403569,13.43209213,18.75,56.13612782,AL
10032,0.212741752,,0.447823494,0.330282623,,,0.825,,,,,,,,0.825,,0.867848509,,0.495497813,0.510527561,,,0.624624628,0.796377607,,,0.580789474,0.789411206,,19.77674723,24.07309208,13.75,57.59983931,AL
10033,0.939419795,,0.566189624,0.75280471,0.986666667,0.85483871,0.95,1,1,1,1,1,0.984375,0.85915493,0.963503531,0.072545613,0.235562718,0.765209125,0.122202213,0.009699551,0.006836992,0.053250092,0.180758043,0.921789243,0.885014138,0.579409417,0.796052632,0.605413105,0.028250634,21.07851426,21.19960649,19.58333333,61.86145409,AL
10034,0.629408419,,0.705128205,0.667268312,,1,0.9125,,,,0.94,0.829268293,,,0.920442073,,0.617244158,,0.765114484,0.771705701,,0.290488432,0.611138194,0.763446762,,,0.941052632,0.937559354,0.444042014,24.43165088,25.71750634,24.58333333,74.73249055,AL
10035,0.428896473,,0.471675611,0.450286042,1,1,1,1,1,0.989010989,1,1,1,,0.998778999,0.779756733,0.107708837,,0.47234371,0.09510291,0.707808564,0.348879912,0.418600111,0.248902305,,0.519553073,0.192894737,0.454415954,0.114813473,20.75183502,10.20386362,15.83333333,46.78903197,AL
10036,0.156427759,,0.041443053,0.098935406,1,0.967741935,0.9875,1,0.989010989,1,1,1,,,0.993031616,,0.542841794,,0.301003344,0.771705701,0.561353005,0.58207859,0.551796487,0.248902305,,,0.332105263,0.454415954,0.766751177,18.26403898,15.0181225,10,43.28216148,AL
10038,0.100113766,,0.378652355,0.239383061,1,0.951612903,0.9125,1,1,0.978021978,1,0.963414634,1,,0.978394391,0.187662902,0.288208434,,0.010290713,0.198012775,0.240014394,0.420492104,0.224113554,0.905049396,,0.185155626,0.612894737,0.551519468,0.654473017,16.02101116,19.3939483,3.333333333,38.7482928,AL
10039,0.75,,0.93053071,0.840265355,0.986666667,0.983870968,0.9375,0.99,0.989010989,0.978021978,0.99,0.987804878,1,0.915492958,0.975836844,0.85621199,0.801772764,0.728136882,0.611525598,0.553820677,0.130622526,0.348879912,0.575852907,0.338090011,0.96135721,0.650837989,0.612894737,0.632478632,0.051430641,26.57727895,18.03938456,11.25,55.86666351,AL
10040,0.896188851,,0.912045319,0.904117085,0.973333333,0.967741935,0.9375,0.99,0.989010989,0.923076923,0.99,0.93902439,0.71875,1,0.942843757,0.593831451,0.652162235,0.041825095,0.495497813,0.771705701,0.007556675,0.083363937,0.377991844,0.724753019,0.295004713,0.079409417,0.105526316,0.058879392,0.67982615,24.72169651,10.79666115,4.166666667,39.68502433,AL
10044,0.098122867,,0.471675611,0.284899239,0.946666667,0.967741935,1,1,1,1,,,,,0.985734767,,0.928552243,,0.876254181,0.858291933,,,0.887699452,0.938254665,,,0.466842105,0.605413105,,23.98148287,22.33899862,30,76.32048149,AL
10045,0.236063709,,0.471675611,0.35386966,,,0.9375,,,,0.92,0.682926829,,,0.846808943,,0.211120064,,0.47234371,0.019162527,,0.77745134,0.37001941,0.921789243,,,0.612894737,0.381291548,0.766751177,17.45220015,22.35605587,33.33333333,73.14158935,AL
10046,0.705346985,,0.620751342,0.663049163,0.906666667,0.967741935,0.875,0.97,0.934065934,0.934065934,1,0.597560976,0.4375,0.154929577,0.777753102,0.131190269,0.652162235,0.253802281,0.04244919,0.29713745,0.107592659,0.105031216,0.227052186,0.136388584,0.540999057,0.040303272,0.553684211,0.480294397,0.744295545,18.53171613,13.86647259,1.25,33.64818872,AL
10047,0.020193402,,0.873285629,0.446739515,,,0.7625,,,,,,,,0.7625,,0.189900618,,0.224594803,0.596640643,,,0.337045355,0.883369923,,,0.357105263,0.551519468,,17.180943,19.91105172,28.75,65.84199472,AL
10049,0.465017065,,0.847048301,0.656032683,1,1,0.95,1,0.989010989,0.989010989,1,1,1,,0.992002442,,0.087563793,,0.187805506,0.707357464,0.561353005,0.669849431,0.44278584,0.045279912,,0.079409417,0.039210526,0.772792023,0.842086201,23.23134405,11.85852053,10,45.08986458,AL
10051,0.058304892,,0.898628503,0.478466698,,,0.7125,,,,,,,,0.7125,,0.370668815,,0.720349884,0.394369529,,,0.49512941,0.417672887,,,0.754210526,,,18.73440119,19.53139022,,,AL
10052,0.405005688,,0.683959451,0.54448257,,,0.775,,,,,,,,0.775,,0.14074671,,0.63725238,0.29713745,,,0.358378846,0.679198683,,,0.754210526,0.895536562,,18.64290462,25.87717524,8.75,53.27007986,AL
10054,0.572810011,,0.847048301,0.709929156,,,0.95,,,,,,,,0.95,,0.172978781,,0.263184976,0.596640643,0.768261965,0.208226221,0.401858517,0.37650933,,0.099760575,0.407105263,0.099240266,0.553422673,22.90875192,10.24025405,2.5,35.64900597,AL
10055,0.457622298,,0.665175909,0.561399104,1,1,1,1,1,1,1,1,1,,1,0.294960904,0.780016116,0.567490494,0.344224338,0.632363378,0.561353005,0.348879912,0.504184021,0.032656422,0.143261074,0.14764565,0.059736842,0.895536562,0.214052879,22.95092361,8.293830167,13.33333333,44.57808711,AL
10056,0.774175199,,0.88372093,0.828948065,0.96,0.967741935,1,0.99,0.989010989,0.989010989,1,1,0.984375,1,0.988013891,0.042571677,0.542841794,0.019961977,0.449446874,0.830376153,0.0518172,0.06022769,0.285320481,0.09467618,0.03864279,0.387470072,0.280789474,0.830721747,0.603404564,23.35869374,12.42058237,12.91666667,48.69594278,AL
10058,0.164960182,,0.642516398,0.40373829,,,0.7375,,,,,,,,0.7375,,,,,0.245091081,,,0.245091081,,,,,0.0168566,,15.40365968,0.561886673,,,AL
10059,0.151023891,,0.447823494,0.299423693,,,0.8875,,,,,1,0.8125,,0.9,,0.617244158,,0.263184976,0.974923113,,0.150569225,0.501480368,0.763446762,,,0.553684211,0.811016144,0.786309308,18.89893401,24.28713687,12.91666667,56.10273755,AL
10061,0.559442548,0.048899756,0.705128205,0.437823503,1,0.935483871,0.9125,0.97,0.923076923,0.923076923,0.98,0.646341463,0.8125,0.845070423,0.89480496,,0.780016116,,0.187805506,0.510527561,0.287153652,0.083363937,0.369773354,0.502744237,,,0.672368421,0.195394112,0.390800435,18.91557575,14.67756004,16.66666667,50.25980246,AL
10062,0.127701934,,0.912045319,0.519873627,,,0.3625,,,,0.09,,,,0.22625,,0.801772764,,0.667095446,0.553820677,,,0.674229629,0.136388584,,,0.026052632,0.128442545,,15.78170284,3.232041785,15,34.01374462,AL
10065,0.469567691,,0.310971974,0.390269832,1,0.983870968,0.975,1,1,0.967032967,1,1,1,,0.991767104,0.876629018,0.937953263,,0.962696167,0.432221434,0.107592659,0.119353654,0.572741033,0.763446762,,0.129688747,0.280789474,0.381291548,0.860557769,21.71975521,16.105162,24.58333333,62.40825054,AL
10069,0.068259386,,0.128801431,0.098530408,,,,,,,,1,,,1,,0.172978781,,0.47234371,0.632363378,,0.749540947,0.506806704,0.593029638,,,0.497105263,0.169990503,0.522274538,17.83707903,14.85333285,16.25,48.94041188,AL
10073,0.187144482,,0.535181872,0.361163177,,,0.725,,,,,,,,0.725,,0.156594145,,0.549524055,0.92855453,,0.290488432,0.48129029,0.417672887,,,0.105526316,0.683998101,0.744295545,17.41614964,16.2624404,20,53.67859005,AL
10078,0.354948805,,0.795169946,0.575059376,0.946666667,0.903225806,0.9375,0.98,0.956043956,0.967032967,0.98,0.902439024,0.625,0.633802817,0.883171124,0.152041703,0.946817083,0.023764259,0.842037561,0.596640643,0.01511335,0.150569225,0.389569118,0.967892426,0.258246937,0.185155626,0.255789474,0.632478632,0.744295545,20.53110686,16.91032578,5.833333333,43.27476597,AL
10079,0.366609784,0.892420538,0.683959451,0.647663258,1,0.919354839,1,1,0.978021978,0.989010989,0.99,0.926829268,0.96875,0.816901408,0.958886848,,0.370668815,,0.074607667,0.29713745,0.487225621,0.459787,0.33788531,0.120472009,,,0.7,0.551519468,0.697573343,21.60483796,17.2463735,13.33333333,52.18454479,AL
10083,0.469567691,,0.93053071,0.7000492,1,1,1,1,1,1,1,1,1,1,1,0.475238923,0.96347032,,0.695909442,0.29713745,0.01511335,0.669849431,0.519453152,0.593029638,,0.579409417,0.466842105,0.683998101,0.233611011,24.66113725,17.04593514,20.41666667,62.12373906,AL
10085,0.729522184,,0.847048301,0.788285242,1,0.983870968,1,1,1,0.989010989,1,0.963414634,0.796875,0.915492958,0.964866455,0.80712424,0.436744561,,0.720349884,0.707357464,0.707808564,0.494307749,0.64561541,0.961031833,,0.519553073,0.255789474,0.183523267,0.805143064,26.65296786,18.16693807,12.91666667,57.7365726,AL
10086,0.216439135,,0.075134168,0.145786652,,,0.95,1,0.945054945,0.813186813,1,0.731707317,0.9375,,0.911064154,,0.211120064,,0.842037561,0.596640643,,0.459787,0.527396317,0.883369923,,0.773343974,0.854210526,0.864434948,0.717493662,17.60274581,27.28568689,12.08333333,56.97176603,AL
10087,0.970705347,,0.995229577,0.982967462,1,1,0.9625,0.98,0.989010989,0.956043956,1,1,1,1,0.988755495,,0.579102874,,,,,0.105031216,0.342067045,,,,,,0.02281782,25.70877779,0.760593988,11.25,37.71937178,AL
10089,0.405005688,,0.310971974,0.357988831,1,1,1,1,0.989010989,1,1,1,1,,0.998778999,0.213727194,0.235562718,,0.122202213,0.671871304,0.083483267,0.348879912,0.279287768,0.153677278,,0.963687151,0.332105263,0.551519468,0.884099964,18.17839553,19.23392749,3.333333333,40.74565635,AL
10090,0.465017065,,0.769528921,0.617272993,1,1,0.9875,1,0.989010989,1,1,0.853658537,0.84375,0.830985915,0.950490544,0.264986968,0.506849315,0.602661597,0.899665552,0.060326473,0.043181,0.186558942,0.36631855,0.136388584,0.017907634,0.040303272,0.159473684,0.50379867,0.284317276,21.48980096,6.345495119,6.25,34.08529608,AL
10091,0.076507395,,0.378652355,0.227579875,,,0.8,0.93,1,0.912087912,1,,,,0.928417582,,0.867848509,,0.63725238,0.858291933,,0.669849431,0.758310563,0.546377607,,,0.497105263,0.296296296,0.186888808,21.27008912,12.72223312,3.75,37.74232224,AL
10092,0.753697383,,0.921884317,0.83779085,1,0.967741935,0.9625,1,0.989010989,0.989010989,1,0.902439024,0.953125,0.605633803,0.936946174,0.029973936,0.652162235,0.567490494,0.367378441,0.066713982,0.0518172,0.186558942,0.274585033,0.417672887,0.012252592,0.355147646,0.308421053,0.404795821,0.444042014,22.77024508,10.7907334,10,43.56097848,AL
10095,0.138794084,,0.825581395,0.48218774,,,0.725,,,,,,,,0.725,,,,,0.510527561,,,0.510527561,,,,,0.658831909,,19.08572556,21.96106363,,,AL
10097,0.197098976,,0.566189624,0.3816443,,,0.9,,,,,,,,0.9,,0.34085415,,0.322356573,0.707357464,,,0.456856062,0.458013172,,,0.7,0.296296296,,19.3166707,16.1589941,18.33333333,53.80899812,AL
10099,0.138794084,,0.620751342,0.379772713,0.64,,0.925,0.97,0.956043956,0.945054945,1,,0.484375,,0.845781986,,0.14074671,,0.367378441,0.36219541,,0.77745134,0.411942975,0.248902305,,0.113328013,0.280789474,0.280151947,0.30351322,18.1944186,8.177899722,15.41666667,41.78898499,AL
10100,0.794937429,,0.807990459,0.801463944,0.986666667,0.951612903,0.9375,0.98,0.978021978,0.989010989,0.98,0.902439024,0.875,0.915492958,0.949574452,0.360990443,0.801772764,0.410646388,0.746591201,0.771705701,0.414897445,0.910760191,0.631052019,0.054884742,0.333647502,0.040303272,0.255789474,0.381291548,0.250633828,26.46767128,7.314168703,19.16666667,52.94850665,AL
10101,0.093287827,,0.418008348,0.255648088,1,1,0.975,1,1,1,1,0.963414634,0.8125,,0.972323848,,0.542841794,,0.301003344,0.432221434,,0.77745134,0.513379478,0.593029638,,0.14764565,0.525,0.35660019,0.214052879,19.34834905,12.24218905,3.333333333,34.92387143,AL
10102,0.029010239,,0.825581395,0.427295817,,,0.35,,,,,,,,0.35,,,,,0.742370476,,,0.742370476,,,,,0.280151947,,16.88518103,9.338398227,,,AL
10103,0.69112628,,0.755813953,0.723470117,0.946666667,0.967741935,0.975,1,1,1,1,0.987804878,1,1,0.987721348,0.099044309,0.579102874,0.016159696,0.581682532,0.742370476,0.925152933,0.208226221,0.450248434,0.37650933,0.031102733,0.045889864,0.039210526,0.065289649,0.007243752,24.01599888,3.140254751,12.91666667,40.0729203,AL
10104,0.138794084,,0.340488968,0.239641526,1,1,0.975,1,0.989010989,1,1,1,1,1,0.996401099,0.962206777,0.288208434,0.467680608,0.85978904,0.742370476,0.19827276,0.317664341,0.548027491,0.049396268,0.426013195,0.579409417,0.308421053,0.005935423,0.064469395,19.82300129,7.96469306,17.5,45.28769435,AL
10108,0.934584755,,0.722122838,0.828353797,,,0.9375,,,,1,0.853658537,,,0.930386179,,0.780016116,,0.074607667,0.175774781,,0.459787,0.372546391,0.967892426,,0.650837989,0.883947368,0.037274454,0.444042014,23.68095963,19.89329501,16.66666667,60.2409213,AL
10109,0.341581342,,0.825581395,0.583581369,,,0.925,,,,,0.670731707,,,0.797865854,,0.107708837,,0.367378441,0.771705701,,0.81197209,0.514691267,0.546377607,,,0.233947368,0.049620133,0.744295545,21.06820544,13.11867211,,,AL
10110,0.04778157,,0.535181872,0.291481721,,,,,,,,,,,,,0.235562718,,0.611525598,,,,0.423544158,0.417672887,,,0.308421053,0.078110161,,,8.935601122,,,AL
10112,0.077929465,,0.683959451,0.380944458,,,0.5875,0.94,0.934065934,0.241758242,0.09,,,,0.558664835,,0.828095622,,0.122202213,0.198012775,,,0.382770203,0.679198683,,,0.672368421,0.316951567,,14.69310552,18.53909634,14.58333333,47.81553519,AL
10113,0.918373151,,0.88372093,0.901047041,0.986666667,0.983870968,0.9,1,0.978021978,0.989010989,1,1,0.953125,0.957746479,0.974844208,0.392701998,0.034918077,0.370722433,0.112940571,0.245091081,0.083483267,0.06022769,0.185726445,0.338090011,0.10933082,0.129688747,0.643421053,0.260683761,0.717493662,22.90686327,12.21504474,13.33333333,48.45524134,AL
10114,0.381114903,,0.566189624,0.473652264,0.986666667,0.983870968,0.9625,0.99,0.989010989,0.956043956,0.98,0.963414634,0.828125,0.915492958,0.955512517,0.187662902,0.916465216,,0.765114484,0.245091081,0.287153652,0.77745134,0.529823113,0.905049396,,0.686751796,0.854210526,0.522079772,0.909815284,21.76653215,25.85271183,2.5,50.11924398,AL
10118,0.381114903,,0.447823494,0.414469199,1,1,1,1,0.945054945,1,1,1,0.96875,,0.990422772,0.036924414,0.97260274,,0.08361204,0.198012775,,0.134777819,0.285185957,0.338090011,,0.301675978,0.955789474,0.605413105,0.372328866,18.77864364,17.15531623,7.083333333,43.0172932,AL
10120,0.366609784,,0.503577818,0.435093801,1,1,0.85,,,,,0.743902439,,,0.89847561,,0.370668815,,0.946231026,0.221433641,,0.384869629,0.480800778,0.308177827,,,0.796052632,0.014957265,0.325606664,20.15966876,12.03995323,28.75,60.94962199,AL
10125,0.080204778,,0.041443053,0.060823916,,,0.975,,,,,,,,0.975,,0.984958367,,0.344224338,0.968062456,,0.348879912,0.661531268,0.967892426,,,0.255789474,0.551519468,0.860557769,18.85950204,21.96465947,12.91666667,53.74082818,AL
10126,0.223265074,,0.378652355,0.300958715,,,0.9625,0.98,0.978021978,0.978021978,1,0.963414634,,,0.976993098,,0.189900618,,0.024954978,0.394369529,0.34041022,0.494307749,0.288788619,0.222283205,,,0.069473684,0.50379867,0.284317276,17.40822702,8.998940302,17.91666667,44.32383399,AL
10128,0.249146758,,0.903100775,0.576123766,,,,,,,,,,,,,0.68627451,,0.47234371,0.510527561,,0.53837679,0.551880643,0.724753019,,,0.105526316,0.296296296,,,12.51750701,,,AL
10129,0.605517634,,0.825581395,0.715549515,0.973333333,1,0.9625,1,1,1,0.98,1,1,,0.990648148,,0.316411496,,0.280936455,0.830376153,,0.186558942,0.403570762,0.064489572,,,0.332105263,0.227920228,0.444042014,23.44187138,8.904642306,17.91666667,50.26318035,AL
10130,0.302047782,,0.503577818,0.4028128,,,0.9875,1,0.857142857,1,1,0.682926829,0.84375,,0.910188527,,0.68627451,,0.449446874,0.066713982,,0.459787,0.415555591,0.136388584,,,0.525,0.108974359,0.628757696,19.20618797,11.65933866,25.83333333,56.69885997,AL
10131,0.521331058,,0.88372093,0.702525994,0.986666667,0.983870968,0.975,1,1,0.978021978,0.99,0.975609756,0.875,,0.973796597,0.004778454,0.716626377,,0.581682532,0.432221434,0.561353005,0.889092912,0.530959119,0.049396268,,0.650837989,0.436842105,0.056267806,0.250633828,24.52535233,9.626519977,12.91666667,47.06853897,AL
10138,0.197098976,,0.903100775,0.550099876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL
10139,0.68003413,,0.769528921,0.724781525,1,0.983870968,0.925,1,1,0.989010989,1,0.743902439,0.96875,0.957746479,0.956828087,0.099044309,0.288208434,0.101711027,0.876254181,0.221433641,0.34041022,0.134777819,0.294548519,0.634193194,0.333647502,0.749401437,0.580789474,0.381291548,0.473741398,21.95731257,17.51702529,11.25,50.72433786,AL
10144,0.249146758,,0.722122838,0.485634798,0.973333333,0.967741935,1,0.98,0.989010989,1,0.96,0.853658537,0.859375,0.732394366,0.931551416,0.152041703,0.472468439,0.159695817,0.104708001,0.155665957,0.287153652,0.669849431,0.285940429,0.830954995,0.041470311,0.355147646,0.553684211,0.241690408,0.413980442,18.92362936,13.53848896,7.083333333,39.54545165,AL
10146,0.652161547,,0.912045319,0.782103433,0.96,0.85483871,0.8,,,,,,,,0.871612903,,0.172978781,,0.416773862,0.510527561,,,0.366760068,0.502744237,,,0.105526316,0.058879392,,22.44973782,7.412777168,7.916666667,37.77918166,AL
10148,0.182025028,,0.856290996,0.519158012,,,0.7375,,,,,0.158536585,,,0.448018293,,0.506849315,,0.074607667,0.245091081,,0.290488432,0.279259124,0.830954995,,,0.466842105,0.227920228,0.390800435,13.84928254,15.97098135,14.58333333,44.40359722,AL
10149,0.827645051,,0.755813953,0.791729502,0.986666667,1,0.9625,1,1,0.989010989,1,0.829268293,0.859375,,0.958535661,0.509556907,0.260542573,,0.280936455,0.510527561,,0.629452809,0.438203261,0.153677278,,0.721468476,0.643421053,0.864434948,0.697573343,24.31631583,20.53716731,18.33333333,63.18681647,AL
01014F,,,,,,,0.8875,0.98,0.989010989,0.945054945,0.96,,,,0.952313187,0.392701998,,,0.549524055,0.074520937,,,0.338915663,,,0.129688747,0.967368421,0.404795821,,,16.68725544,,,AL
10150,0.072241183,,0.866428145,0.469334664,,,1,1,1,0.934065934,1,0.780487805,,,0.952425623,,0.801772764,,0.842037561,0.553820677,0.768261965,,0.741473242,0.763446762,,,0.728684211,0.522079772,,24.0359281,22.38011938,12.91666667,59.33271415,AL
10157,0.405005688,,0.340488968,0.372747328,,,0.875,0.99,1,0.978021978,0.99,0.853658537,,,0.947780086,,0.119527263,,0.241317211,0.553820677,0.817920115,0.317664341,0.410049921,0.248902305,,,0.175789474,0.50379867,0.603404564,19.22863706,12.76579177,7.916666667,39.9110955,AL
10158,0.212741752,,0.095408468,0.15407511,1,1,1,1,1,1,1,1,,,1,,0.053451518,,0.146899923,0.112136267,0.107592659,0.290488432,0.14211376,0.277442371,,0.355147646,0.612894737,0.157882241,0.114813473,14.40209855,10.12120312,9.583333333,34.106635,AL
10164,0.366609784,,0.378652355,0.37263107,1,1,1,1,1,0.978021978,1,1,0.96875,,0.994085775,0.327106864,0.472468439,,0.280936455,0.269458245,0.19827276,0.348879912,0.316187112,0.546377607,,0.301675978,0.466842105,0.605413105,0.500181094,18.69893286,16.13659926,12.5,47.33553212,AL
10168,0.29294653,,0.738521169,0.515733849,0.986666667,1,,1,1,0.956043956,1,,,,0.99045177,,0.189900618,,,0.394369529,0.858582224,,0.48095079,0.222283205,,,,0.35660019,,22.07929345,9.648056587,24.16666667,55.8940167,AL
10169,0.258816837,,0.847048301,0.552932569,,,1,,,,1,0.695121951,,,0.898373984,,0.617244158,,0.344224338,0.596640643,,0.208226221,0.44158384,0.458013172,,,0.836052632,0.978157645,0.522274538,21.03211547,23.28748322,8.75,53.0695987,AL
01019F,,,,,,,0.9125,,,,,,,,0.9125,,,,0.344224338,0.394369529,,,0.369296933,,,,0.775789474,0.108974359,,,14.74606388,,,AL
01021F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL
11300,0.056313993,,0.218246869,0.137280431,,,,,,,,,,,,,,,,0.632363378,,,0.632363378,,,,,,,,,,,AL
11302,,,,,,,,,,,,,,,,,0.780016116,,,0.29713745,,,0.538576783,0.049396268,,,,0.128442545,,,2.963980216,,,AL
11304,,,,,,,0.525,,,,,,,,0.525,,,,,0.830376153,,,0.830376153,,,,,0.605413105,,,20.18043685,,,AL
13301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL
20001,0.851535836,,0.642516398,0.747026117,0.973333333,0.983870968,0.9875,0.99,0.956043956,0.989010989,0.99,0.914634146,0.9375,0.901408451,0.962330184,0.876629018,0.617244158,0.815589354,0.937741189,0.983676366,0.414897445,0.993389644,0.80559531,0.106750823,0.844486334,0.650837989,0.076052632,0.404795821,0.553422673,27.9439068,14.64636818,5.416666667,48.00694164,AK
20006,0.465017065,,0.246571258,0.355794162,1,0.983870968,1,1,1,0.978021978,0.99,0.926829268,1,1,0.987872221,0.213727194,0.506849315,,0.85978904,0.596640643,0.19827276,0.420492104,0.465961843,0.064489572,,0.166001596,0.003157895,0.632478632,0.603404564,20.10698029,9.796881726,6.666666667,36.57052868,AK
20008,0.643913538,,0.620751342,0.63233244,0.933333333,0.919354839,1,0.97,0.989010989,0.967032967,0.97,0.780487805,,,0.941152492,,0.801772764,,0.667095446,0.510527561,0.34041022,0.77745134,0.619451466,0.37650933,,,0.085526316,0.316951567,0.522274538,24.36595997,10.84384793,12.08333333,47.29314124,AK
20012,0.543515358,,0.964519976,0.754017667,0.986666667,0.967741935,0.95,0.98,0.978021978,0.989010989,0.99,0.87804878,0.90625,,0.958415594,0.891398784,0.130271287,,0.581682532,0.92855453,0.858582224,0.669849431,0.676723131,0.120472009,,0.721468476,0.213947368,0.051994302,0.034770011,26.54618214,7.617681105,14.58333333,48.74719658,AK
20017,0.469567691,,0.128801431,0.299184561,0.986666667,0.967741935,0.95,1,0.989010989,0.978021978,0.99,1,0.953125,,0.979396285,0.67767159,0.34085415,0.765209125,0.611525598,0.432221434,0.240014394,0.629452809,0.528135586,0.222283205,0.373232799,0.839584996,0.553684211,0.072174739,0.03187251,20.07462702,11.626847,2.916666667,34.61814069,AK
